opinion	question
1	which gang is more cruel crip or blood?
1	What are the best examples of Bauhaus design and architecture?
1	What is the best answer for tell me about yourself in an interview?
1	What is the best business idea for a student?
1	Is it better to fly or take a cruise to Amsterdam?
1	Which is a good solar panel installation provider in Inverness, California CA?
1	Who was the first first move? guyz or galz?
1	What is the corporate culture like at Power Solutions International? How is the culture different than other companies?
0	who was the first civilian governor of lagos state
1	what is the best temperature setting for my hot water heater?
1	Which is better? GiganticURL or TinyURL?
0	who became the first high priest of israel
1	Should I go to Columbia, UPenn, or Dartmouth?
0	What are the differences between AM and FM radio frequencies?
1	I planning to buy my first DSLR. Should I buy the zoom lens or prime lens if I have budget constraints?
1	What is the best strategy to advertise your affiliate business?
1	What is the best question asked in your interview?
0	What are the best examples of design?
1	What is silken tofu compared to regular tofu and how do you use it?
1	What are the best websites for learning programming languages?
0	who is the top us male figure skater competing for team usa
1	What are the advantages and disadvantages of online shopping?
0	what train station is nearest louvre in paris
0	What is the difference between a chromosome and chromatid?
1	Which is better, mulch or rock?
0	who is the biggest exporter of coffee
1	What are the differences between Microsoft SDE Interview vs Microsoft SDET Interview and Resources to Study
1	What are good business books to read?
1	Which is better Haskell AND Lisp vs. Haskell OR Lisp
1	What are the most exciting places to see in Italy as a tourist? Why?
1	Which book is best to use for preparing for NEET UG in 2017?
1	Harry Potter (creative franchise): Who is a more powerful wizard, Dumbledore or Voldemort? Why?
1	Is it better to use hot water or cold with the garbage disposal running?
1	Should I book Thailand Rail tickets online (pre-trip) or at the station when I arrive?
1	What are some of the best Indian movies ever made?
1	what is the best day of the week to shop for airline tickets
1	What are the benefits of wearing rudraksha or spatik (quartz crystal) mala?
1	Which is better:psp or xbox 360?
1	Is job experience more valuable than taking more courses?
1	Can we say DFA is more efficient than NFA?
0	What are some lesser known/interesting stories in Mahabharata?
1	Is it better to negotiate a faculty offer by email or phone?
1	What are the best weapons to use against zombies?
1	What is it like to be a summer student at Thomas Edison State College? How is it different from the normal school year?
0	is time warner the same as time warner cable
1	What are the best TV series you ever watched and why?
1	Who was better this year...ashlee simpson, or paris hilton???
1	Which is the true religion in this world ?
1	what the different between Linux and Microsoft?
1	What is a good recipe for salmon?
1	If Barack Obama ran against Donald Trump who would win the presidential election?
0	What is the difference between 38 special and 38 long colt
0	who had the biggest thighs in the nfl
1	What are the difference between i7 920 and 940 processors in real-life use?
0	If I wanted to get rid of a body, what would be the best way to do it?
1	Which is better Normal LonelyPlanet guides vs. the new Discover series
1	Are plasma or LCD TV sets better? And why? Thanks.?
0	what the difference between dna and a chromosome
0	which term best describes the type of government the united states has
1	Who would win this fight...Bruce Lee or Jackie Chan?
1	What are Pros and cons of working remotely / from home
0	What are the advantages of a wireless laptop adapter?
0	What is the easy way to make money online?
0	What is the difference between doubt and suspicion?
1	"For undergraduates, is publishing ""weak"" research better than not publishing?"
1	What are the best mobile phone manufacturers?
1	What are the benefits of a dual-core CPU over a quad-core in a desktop PC?
0	How is the brain different than a computer?
1	What are some good debate topics about politics?
1	What are some of the best job listing portals for media/content related jobs in India?
1	Which is better gun m16 or insas?
1	Blender Buying  which is better Square vs. Round Container
1	What are advantages of Cd Burning Software vs built in Windows CD Burner
1	What is the best VR for Samsung Galaxy J7 Prime?
0	where does india stand in education in the world
0	what is the record temperature for death valley
1	What is the best way to study for C.A. exams?
1	What are some of the best masters programs with a focus in clinical psychology?
1	What is the difference between WeChat and WhatsApp?
1	how much protein should i take per day for working out
1	What is the best torrent site for movies?
1	how long should i stay in the philippines to prevent fees
1	What is best incest movie?
1	What are the best online resources to learn SASS interactively?
0	where are most nitrogen compounds excreted from humans
0	What is the difference between a degree and a diploma?
1	If a war breaks out between India and Pakistan who would win?
1	which movie is better, king kong or cheaper by the dozen2? why or why not?
